drug	phenotype	max_phase_for_ind
CHEMBL1200747	D016112	4
CHEMBL581	D000799	4
CHEMBL581	D006333	4
CHEMBL2115116	D001249	4
CHEMBL981	D002340	4
CHEMBL981	D003920	4
CHEMBL981	D007037	4
CHEMBL981	D009765	4
CHEMBL981	D017544	4
CHEMBL981	D050171	4
CHEMBL981	D058729	4
CHEMBL315593	D003141	4
CHEMBL315593	D008107	4
CHEMBL315593	D019694	4
CHEMBL2311028	D007938	4
CHEMBL2311028	D008223	4
CHEMBL2311028	D008228	4
CHEMBL2311028	D009101	4
CHEMBL2311028	D009203	4
CHEMBL2107067	D005058	4
CHEMBL180101	D003866	4
CHEMBL180101	D003863	4
CHEMBL180101	D003865	4
CHEMBL250270	D000787	Not Applicable
CHEMBL1017	D000787	Not Applicable
CHEMBL1017	D002546	4
CHEMBL1017	D003327	4
CHEMBL1017	D003371	4
CHEMBL1017	D006949	4
CHEMBL1017	D007022	4
CHEMBL1017	D058729	4
CHEMBL1017	D003324	4
CHEMBL378642	D006340	4
CHEMBL378642	D014590	4
CHEMBL378642	D047928	4
CHEMBL924	D000740	4
CHEMBL924	D001249	4
CHEMBL924	D001281	4
CHEMBL924	D006333	4
CHEMBL924	D006620	4
CHEMBL924	D006961	4
CHEMBL924	D013117	4
CHEMBL924	D016103	4
CHEMBL924	C562390	4
CHEMBL924	D020896	4
CHEMBL924	D051437	4
CHEMBL220491	D015814	4
CHEMBL592005	D005901	4
CHEMBL592005	D009798	4
CHEMBL592005	D005902	4
CHEMBL434394	D000787	4
CHEMBL434394	D003920	4
CHEMBL434394	D003928	4
CHEMBL434394	D006333	Not Applicable
CHEMBL434394	D006949	4
CHEMBL434394	D007022	4
CHEMBL434394	D009203	4
CHEMBL473	D006331	4
CHEMBL14376	D003645	4
CHEMBL14376	D016171	4
CHEMBL1200506	D003141	4
CHEMBL1200506	D006069	4
CHEMBL1200506	D014917	4
CHEMBL638	D003141	4
CHEMBL638	D007008	4
CHEMBL638	C536777	4
CHEMBL1201368	D009203	4
CHEMBL1201368	D000075222	4
CHEMBL2135460	D001201	Not Applicable
CHEMBL2135460	D058186	Not Applicable
CHEMBL1467058	D003141	4
CHEMBL1467058	D003967	4
CHEMBL1467058	D005334	4
CHEMBL1467058	D006501	4
CHEMBL1467058	D008107	4
CHEMBL1467058	D058625	4
CHEMBL194126	D003141	4
CHEMBL194126	D003231	4
CHEMBL194126	D003607	4
CHEMBL194126	D015818	4
CHEMBL194126	D013203	4
CHEMBL194126	D000071074	4
CHEMBL194126	D000092663	4
CHEMBL491571	D016470	4
CHEMBL491571	D003141	4
CHEMBL491571	D000077299	4
CHEMBL222334	D000163	4
CHEMBL222334	D001424	4
CHEMBL222334	D008223	4
CHEMBL222334	D011030	4
CHEMBL222334	D014839	4
CHEMBL222334	D000785	4
CHEMBL222334	D018805	4
CHEMBL222334	D011020	4
CHEMBL1279	D003027	4
CHEMBL1279	D004827	4
CHEMBL1510	D003027	4
CHEMBL1510	D006973	4
CHEMBL1510	D004827	4
CHEMBL1201032	D008881	4
CHEMBL1201032	D004827	4
CHEMBL1201124	D001249	4
CHEMBL1201124	D003233	4
CHEMBL1201124	D006967	4
CHEMBL1201124	D007249	4
CHEMBL1201124	D007674	4
CHEMBL1201124	D059352	4
CHEMBL1201124	D010003	4
CHEMBL1201124	D010146	4
CHEMBL1201124	D014456	4
CHEMBL1201124	D020795	4
CHEMBL1201124	D058447	4
CHEMBL1201124	D059787	4
CHEMBL1201124	D059390	4
CHEMBL1201124	D051437	4
CHEMBL1201390	D012871	4
CHEMBL1530	D003967	4
CHEMBL1530	D009101	4
CHEMBL1530	D020521	4
CHEMBL1530	D018450	4
CHEMBL1530	D018805	4
CHEMBL1530	D019337	4
CHEMBL406852	D054218	4
CHEMBL1358	D018450	4
CHEMBL549386	D009362	4
CHEMBL558598	D009765	4
CHEMBL957	D003240	4
CHEMBL957	D012594	4
CHEMBL957	D007153	4
CHEMBL957	D008171	4
CHEMBL957	D011668	4
CHEMBL957	C000721267	4
CHEMBL544665	D003920	4
CHEMBL544665	D009103	4
CHEMBL544665	D014605	4
CHEMBL544665	D020528	4
CHEMBL544665	D020529	4
CHEMBL1733	D000787	4
CHEMBL1733	D000799	4
CHEMBL1733	D003920	4
CHEMBL1733	D003928	4
CHEMBL1733	D006333	4
CHEMBL1733	D006949	4
CHEMBL1733	D007022	4
CHEMBL1733	D009203	4
CHEMBL779	D003240	4
CHEMBL779	D003920	4
CHEMBL1067	D012640	4
CHEMBL1201180	D003288	4
CHEMBL1201180	D013180	4
CHEMBL1201180	D059787	4
CHEMBL1621	D001943	4
CHEMBL1621	D006331	4
CHEMBL1621	D009203	4
CHEMBL1621	D010300	4
CHEMBL1621	D010911	4
CHEMBL1621	D020961	4
CHEMBL1337	D013921	4
CHEMBL865	D001168	4
CHEMBL1206690	D010149	4
CHEMBL1201780	C536109	4
CHEMBL545921	D015535	4
CHEMBL545921	D005076	4
CHEMBL545921	D011565	4
CHEMBL545921	D014581	4
CHEMBL545921	D055985	4
CHEMBL2002702	D006470	4
CHEMBL2002702	D013921	4
CHEMBL2002702	D011696	4
CHEMBL1505	D003027	4
CHEMBL1505	D009325	4
CHEMBL1505	D010146	4
CHEMBL1505	D020795	4
CHEMBL1505	D004827	4
CHEMBL1505	D012001	4
CHEMBL4303580	D000789	4
CHEMBL4303580	D002637	4
CHEMBL4303580	D009203	4
CHEMBL4303580	D011247	4
CHEMBL4303580	D013921	4
CHEMBL4303580	D054058	4
CHEMBL4303580	D000072657	4
CHEMBL416146	D001168	4
CHEMBL416146	D015210	4
CHEMBL416146	D059352	4
CHEMBL416146	D059787	4
CHEMBL939	D006470	4
CHEMBL939	D054990	4
CHEMBL1172	D003371	4
CHEMBL1172	D012912	4
CHEMBL1172	D000080223	4
CHEMBL1172	D000086722	4
CHEMBL1172	D065631	4
CHEMBL1118	D005221	4
CHEMBL1118	D006167	4
CHEMBL1118	D013406	4
CHEMBL1118	D059020	4
CHEMBL1118	D006970	4
CHEMBL1118	D007319	4
CHEMBL167003	D004827	4
CHEMBL167003	D005356	4
CHEMBL167003	D009437	4
CHEMBL167003	D051474	4
CHEMBL167003	D012640	4
CHEMBL167003	D013119	4
CHEMBL167003	D051437	4
CHEMBL1567328	D005764	4
CHEMBL1200692	D007022	4
CHEMBL1200734	D003141	4
CHEMBL1200734	D005173	4
CHEMBL1200734	D007153	4
CHEMBL3392031	D006949	4
CHEMBL3392031	D050171	4
CHEMBL471737	D003324	4
CHEMBL1164729	D015210	4
CHEMBL1164729	D051437	4
CHEMBL167731	D016393	4
CHEMBL43452	D018450	4
CHEMBL1200689	D011247	4
CHEMBL221872	D001228	4
CHEMBL221872	D002177	4
CHEMBL221872	D002862	4
CHEMBL221872	D003047	4
CHEMBL221872	D003141	4
CHEMBL221872	D003453	4
CHEMBL221872	D006086	4
CHEMBL221872	D015470	4
CHEMBL221872	D008271	4
CHEMBL221872	D009181	4
CHEMBL221872	D009503	4
CHEMBL221872	D020096	4
CHEMBL221872	D016867	4
CHEMBL221872	D060585	4
CHEMBL221872	D019337	4
CHEMBL221872	D058387	4
CHEMBL1201746	D007676	4
CHEMBL1201746	D052016	4
CHEMBL1201746	D064147	4
CHEMBL1163	D006509	4
CHEMBL1276421	D009325	4
CHEMBL1276421	D014839	4
CHEMBL1276421	D020250	4
CHEMBL1138	D050171	4
CHEMBL1138	D000090542	4
CHEMBL1138	C537345	4
CHEMBL1138	D051436	4
CHEMBL1359	D000031	4
CHEMBL1359	D016470	4
CHEMBL1359	D003141	4
CHEMBL1359	D007511	4
CHEMBL1359	D060085	4
CHEMBL1359	D051437	4
CHEMBL1021	D010146	4
CHEMBL1021	D010149	4
CHEMBL1755	D000309	4
CHEMBL1755	D007037	4
CHEMBL1755	D007177	4
CHEMBL1755	D008171	4
CHEMBL61780	D006973	Not Applicable
CHEMBL1237132	D000075222	4
CHEMBL2361425	D053202	4
CHEMBL2361425	D053201	4
CHEMBL2106615	D050723	4
CHEMBL2106615	D006620	4
CHEMBL2106615	D010024	4
CHEMBL2106615	D015663	4
CHEMBL1200776	D002277	4
CHEMBL1200776	D006934	4
CHEMBL1200776	D006962	4
CHEMBL1200776	D007676	4
CHEMBL1200776	D049950	4
CHEMBL1200776	D051436	4
CHEMBL1201134	D000072716	4
CHEMBL1201134	D000079689	4
CHEMBL1201093	D055623	4
CHEMBL1201093	D011164	4
CHEMBL1516	D000787	4
CHEMBL1516	D003920	4
CHEMBL1516	D006949	4
CHEMBL1516	D007022	4
CHEMBL1516	D009203	4
CHEMBL2103936	D000163	4
CHEMBL2103936	D004347	4
CHEMBL1201759	D003233	4
CHEMBL1201759	D011537	4
CHEMBL264241	D000038	4
CHEMBL264241	D003141	4
CHEMBL264241	D004696	4
CHEMBL264241	D008581	4
CHEMBL264241	D010019	4
CHEMBL1396	D029424	4
CHEMBL87992	D003141	4
CHEMBL87992	D006509	4
CHEMBL87992	D011051	4
CHEMBL87992	D013742	4
CHEMBL87992	D014917	4
CHEMBL3183117	D051437	4
CHEMBL308954	D003141	4
CHEMBL308954	D005076	4
CHEMBL302753	D003240	4
CHEMBL302753	D006973	4
CHEMBL302753	D065627	4
CHEMBL184412	D018487	4
CHEMBL554	D008593	4
CHEMBL554	D018450	4
CHEMBL1323	D003141	4
CHEMBL1323	D005173	4
CHEMBL1323	D007153	4
CHEMBL1323	D060085	4
CHEMBL1237021	D000087122	4
CHEMBL1237021	D003704	4
CHEMBL48361	D004617	4
CHEMBL48361	D011655	Not Applicable
CHEMBL48361	D020246	Not Applicable
CHEMBL282724	D003240	4
CHEMBL344159	D009461	4
CHEMBL1336	D001281	4
CHEMBL1336	D004617	4
CHEMBL1336	D007011	4
CHEMBL1336	D011655	4
CHEMBL1336	D020521	4
CHEMBL1336	D020246	4
CHEMBL1336	D054058	4
CHEMBL848	D005076	4
CHEMBL848	D013923	4
CHEMBL328190	D050723	4
CHEMBL328190	D006620	4
CHEMBL317052	D006327	4
CHEMBL317052	D008133	4
CHEMBL317052	D008171	4
CHEMBL317052	D020896	4
CHEMBL1499	D000312	4
CHEMBL1499	D000740	4
CHEMBL1499	D000743	4
CHEMBL1499	D001168	4
CHEMBL1499	D015210	4
CHEMBL1499	D015535	4
CHEMBL1499	D001172	4
CHEMBL1499	D001249	4
CHEMBL1499	D001607	4
CHEMBL1499	D002062	4
CHEMBL1499	D002825	4
CHEMBL1499	D002833	4
CHEMBL1499	D003093	4
CHEMBL1499	D003095	4
CHEMBL1499	D003233	4
CHEMBL1499	D003872	4
CHEMBL1499	D003873	4
CHEMBL1499	D003876	4
CHEMBL1499	D003877	4
CHEMBL1499	D003882	4
CHEMBL1499	D004231	4
CHEMBL1499	D004342	4
CHEMBL1499	D004487	4
CHEMBL1499	D009877	4
CHEMBL1499	D004751	4
CHEMBL1499	D004892	4
CHEMBL1499	D005767	4
CHEMBL1499	D006402	4
CHEMBL1499	D006563	4
CHEMBL1499	D006934	4
CHEMBL1499	D006967	4
CHEMBL1499	D007249	4
CHEMBL1499	D015863	4
CHEMBL1499	D007500	4
CHEMBL1499	D007634	4
CHEMBL1499	D007938	4
CHEMBL1499	D008180	4
CHEMBL1499	D008223	4
CHEMBL1499	D009182	4
CHEMBL1499	D009404	4
CHEMBL1499	D009879	4
CHEMBL1499	D009902	4
CHEMBL1499	D010392	4
CHEMBL1499	D011014	4
CHEMBL1499	D011507	4
CHEMBL1499	D011565	4
CHEMBL1499	D012214	4
CHEMBL1499	D012221	4
CHEMBL1499	D012507	4
CHEMBL1499	D012628	4
CHEMBL1499	D012713	4
CHEMBL1499	D012871	4
CHEMBL1499	D013167	4
CHEMBL1499	D013262	4
CHEMBL1499	D013585	4
CHEMBL1499	D013717	4
CHEMBL1499	D013966	4
CHEMBL1499	D014235	4
CHEMBL1499	D014390	4
CHEMBL1499	D014397	4
CHEMBL1499	D014456	4
CHEMBL1499	D014511	4
CHEMBL1499	D015866	4
CHEMBL1499	D017285	4
CHEMBL1499	D012872	4
CHEMBL1499	D000741	4
CHEMBL1499	D011657	4
CHEMBL1499	D001171	4
CHEMBL58061	D002602	4
CHEMBL58061	D002771	4
CHEMBL58061	D029481	4
CHEMBL58061	D003141	4
CHEMBL58061	D003967	4
CHEMBL58061	D004405	4
CHEMBL58061	D005759	4
CHEMBL58061	D006069	4
CHEMBL58061	D010033	4
CHEMBL58061	D011014	4
CHEMBL58061	D012141	4
CHEMBL58061	D014123	4
CHEMBL58061	D014552	4
CHEMBL3348868	D029481	4
CHEMBL3348868	D003141	4
CHEMBL3348868	D010612	4
CHEMBL3348868	D012213	4
CHEMBL3348868	D014069	4
CHEMBL3348868	D051437	4
CHEMBL193240	D001986	4
CHEMBL457547	D000038	4
CHEMBL457547	D003141	4
CHEMBL457547	D004696	4
CHEMBL457547	D008113	4
CHEMBL457547	D008581	4
CHEMBL457547	D009503	4
CHEMBL457547	D010019	4
CHEMBL457547	D010538	4
CHEMBL457547	C536777	4
CHEMBL1354	D051437	4
CHEMBL3348946	D011470	4
CHEMBL1221879	D003141	4
CHEMBL1221879	D009164	4
CHEMBL1221879	D014376	4
CHEMBL1221879	D014397	4
CHEMBL1221879	D018088	4
CHEMBL1518	D006111	4
CHEMBL1425	D006689	4
CHEMBL1515	D006111	4
CHEMBL727	D015451	4
CHEMBL727	D009101	4
CHEMBL1441	D003920	4
CHEMBL2021422	D015470	4
CHEMBL1421	D001752	4
CHEMBL1421	D006331	4
CHEMBL1421	D015466	4
CHEMBL1421	D010996	4
CHEMBL24828	C536914	4
CHEMBL507870	D003141	4
CHEMBL507870	D000077299	4
CHEMBL507870	D051437	4
CHEMBL507870	D053717	4
CHEMBL1201798	D012080	4
CHEMBL1988437	D002292	4
CHEMBL1990885	D002292	4
CHEMBL1990885	D006973	4
CHEMBL1990885	D011507	4
CHEMBL1990885	D011655	4
CHEMBL1990885	D012640	4
CHEMBL1990885	D018358	4
CHEMBL1990885	D046152	4
CHEMBL1990885	D018450	4
CHEMBL1422	D016883	4
CHEMBL1422	D007003	4
CHEMBL1422	D010195	4
CHEMBL3665969	D003924	4
CHEMBL204656	D001523	4
CHEMBL204656	D003141	4
CHEMBL204656	D007153	4
CHEMBL1237105	D006473	4
CHEMBL1237105	D014593	4
CHEMBL345714	D006953	4
CHEMBL345714	D052439	4
CHEMBL345714	D006938	4
CHEMBL1201360	D012871	4
CHEMBL288441	D003967	4
CHEMBL288441	D015466	4
CHEMBL1201770	D000079689	4
CHEMBL1201365	D000787	4
CHEMBL1201365	D003920	4
CHEMBL1201365	D003928	4
CHEMBL1201365	D006333	4
CHEMBL1201365	D006949	4
CHEMBL1201365	D007022	4
CHEMBL1201365	D007238	4
CHEMBL1201365	D007674	4
CHEMBL1201365	D009203	4
CHEMBL1201365	D020521	4
CHEMBL1201365	D051437	4
CHEMBL4300465	D009362	4
CHEMBL1417821	D029481	4
CHEMBL1417821	D003141	4
CHEMBL1417821	D010612	4
CHEMBL1417821	D012213	4
CHEMBL1417821	D014069	4
CHEMBL1417821	D051437	4
CHEMBL3183768	D001281	4
CHEMBL3183768	D004617	4
CHEMBL3183768	D006973	4
CHEMBL3183768	D011655	4
CHEMBL3183768	D020521	4
CHEMBL3183768	D020246	4
CHEMBL3183768	D054058	4
CHEMBL3137696	D016470	4
CHEMBL3137696	D003141	4
CHEMBL3137696	D018805	4
CHEMBL3137696	D014552	4
CHEMBL3137696	D051437	4
CHEMBL1908360	D007340	4
CHEMBL3707306	D050723	4
CHEMBL3707306	D010024	4
CHEMBL3707306	D015663	4
CHEMBL1615374	D005221	4
CHEMBL1615374	D006167	4
CHEMBL1615374	D013406	4
CHEMBL1615374	D015430	4
CHEMBL1615374	D059020	4
CHEMBL1615374	D006970	4
CHEMBL1615374	D007319	4
CHEMBL1615374	D003865	4
CHEMBL1201772	D000789	4
CHEMBL1201772	D050197	4
CHEMBL1201772	D020521	4
CHEMBL408513	D033461	4
CHEMBL603271	D001249	4
CHEMBL603271	D029481	4
CHEMBL603271	D029424	4
CHEMBL603271	D011656	4
CHEMBL4091905	D001281	4
CHEMBL4091905	D004617	4
CHEMBL4091905	D006333	4
CHEMBL4091905	D007238	4
CHEMBL4091905	D008946	4
CHEMBL4091905	D009203	4
CHEMBL4091905	D011186	4
CHEMBL4091905	D011655	4
CHEMBL4091905	D020246	4
CHEMBL4091905	D056988	4
CHEMBL234085	D001172	4
CHEMBL1200711	D006949	4
CHEMBL354541	D000090542	4
CHEMBL1676	D065631	4
CHEMBL398435	D000789	4
CHEMBL398435	D001249	4
CHEMBL398435	D000083242	4
CHEMBL398435	D051437	4
CHEMBL429910	D003141	4
CHEMBL473204	D015535	4
CHEMBL2107383	D001281	4
CHEMBL3349607	D047748	4
CHEMBL237500	D003922	Not Applicable
CHEMBL237500	D016883	4
CHEMBL237500	D010195	4
CHEMBL2347958	D002289	4
CHEMBL2347958	D018288	4
CHEMBL1201760	D003141	4
CHEMBL231779	D003920	4
CHEMBL231779	D006973	Not Applicable
CHEMBL218394	D003141	4
CHEMBL218394	D008107	4
CHEMBL218394	D009503	4
CHEMBL218394	D060085	4
CHEMBL181172	D003924	4
CHEMBL181172	D009765	4
CHEMBL2107834	D003240	4
CHEMBL523299	D029424	4
CHEMBL451887	D006562	4
CHEMBL1201799	D012080	4
CHEMBL1201799	D054559	4
CHEMBL1201799	D051436	4
CHEMBL1825138	D002289	4
CHEMBL1825138	D009503	4
CHEMBL1201178	D001523	4
CHEMBL1201178	D011618	4
CHEMBL1201178	D001289	4
CHEMBL2103875	D011014	4
CHEMBL2103875	D017563	4
CHEMBL2103875	D054058	4
CHEMBL2103875	D005955	4
CHEMBL2107830	D051437	4
CHEMBL1082407	D006212	4
CHEMBL2103873	D003240	4
CHEMBL2103873	D018450	4
CHEMBL2103749	D000072657	4
CHEMBL266481	D006943	4
CHEMBL266481	D003324	4
CHEMBL4084119	D010195	4
CHEMBL4084119	D016883	4
CHEMBL4084119	D019283	4
CHEMBL4084119	D051437	4
CHEMBL3301676	D003248	4
CHEMBL3301676	D003967	4
CHEMBL3301676	D043183	4
CHEMBL1730764	D018805	4
CHEMBL1730764	D020896	4
CHEMBL2002099	D011087	4
CHEMBL2002099	D013163	4
CHEMBL2002099	D013920	4
CHEMBL518520	D001523	4
CHEMBL518520	D003141	4
CHEMBL518520	D007153	4
CHEMBL518520	D060085	4
CHEMBL2048484	D001446	4
CHEMBL2048484	D014581	4
CHEMBL1774461	D060825	4
CHEMBL1171837	D003920	4
CHEMBL1171837	D006949	4
CHEMBL1171837	D006973	4
CHEMBL1171837	D007511	4
CHEMBL2105675	D000686	4
CHEMBL2105675	D011115	4
CHEMBL1201334	D006417	4
CHEMBL1201255	D000312	4
CHEMBL1201255	D006417	4
CHEMBL2103868	C536914	4
CHEMBL2105717	C536914	4
CHEMBL1229517	D009765	4
CHEMBL2028663	D011014	4
CHEMBL2028663	D017563	4
CHEMBL2028663	D054058	4
CHEMBL2028663	D051437	4
CHEMBL2028663	D005955	4
CHEMBL1213165	D006509	4
CHEMBL1213165	D007153	4
CHEMBL1213165	D060085	4
CHEMBL2062101	D006949	4
CHEMBL2062101	D006973	4
CHEMBL2062101	D009103	4
CHEMBL2062101	D020529	4
CHEMBL1422	D013921	2
CHEMBL1479	D013921	3
CHEMBL799	D001943	2
CHEMBL742	D003863	Not Applicable
CHEMBL1014	D008881	2
CHEMBL46	D010300	2
CHEMBL1201670	D012878	3
CHEMBL803	D007951	Not Applicable
CHEMBL3137309	D007951	Not Applicable
CHEMBL1098	D001145	Not Applicable
CHEMBL2103737	D003324	Not Applicable
CHEMBL2110563	D003324	Not Applicable
CHEMBL2103737	D007022	2
CHEMBL2110563	D007022	2
CHEMBL1189432	D065631	Not Applicable
CHEMBL413	D003324	Not Applicable
CHEMBL1201576	D013921	Not Applicable
CHEMBL325041	D013921	3
CHEMBL1201867	D001943	1
CHEMBL635	D005076	2
CHEMBL1017	D015228	3
CHEMBL79	D002386	Not Applicable
CHEMBL895	D002386	Not Applicable
CHEMBL1098	D002386	Not Applicable
CHEMBL655	D003863	Not Applicable
CHEMBL1064	D003863	Not Applicable
CHEMBL3039514	D005921	""
CHEMBL1269025	D002544	Not Applicable
CHEMBL1201193	D015179	Not Applicable
CHEMBL408403	D007022	3
CHEMBL33986	D001008	2
CHEMBL1741	D004415	Not Applicable
CHEMBL2095209	D008113	3
CHEMBL858	D016491	1
CHEMBL780	D016491	1
CHEMBL75435	D001008	Not Applicable
CHEMBL1200963	D008881	2
CHEMBL1743082	D015179	2
CHEMBL1201129	D007951	Not Applicable
CHEMBL809	D003863	Not Applicable
CHEMBL1908360	D007676	Not Applicable
CHEMBL689	D006973	Not Applicable
CHEMBL1200500	D003093	Not Applicable
CHEMBL1042	D003324	Not Applicable
CHEMBL1042	D009203	2
CHEMBL1200934	D001943	3
CHEMBL596	D001281	Not Applicable
CHEMBL655	D001281	Not Applicable
CHEMBL1536	D008286	1
CHEMBL70	D006973	3
CHEMBL1237119	D006973	Not Applicable
CHEMBL2403108	D008175	3
CHEMBL1431	D000740	2
CHEMBL679	D006973	Not Applicable
CHEMBL196	D007951	2
CHEMBL1489	D007951	Not Applicable
CHEMBL1201594	D006973	Not Applicable
CHEMBL374975	D004485	Not Applicable
CHEMBL1560	D007951	3
CHEMBL858	D011471	Not Applicable
CHEMBL428647	D007676	Not Applicable
CHEMBL3989529	D006471	3
CHEMBL4297862	D011470	Not Applicable
CHEMBL1467	D003324	Not Applicable
CHEMBL1201827	D000230	2
CHEMBL477	D003324	Not Applicable
CHEMBL1174	D003324	""
CHEMBL2362016	D007951	3
CHEMBL2108738	D007951	3
CHEMBL494	D003924	Not Applicable
CHEMBL998	D065631	Not Applicable
CHEMBL750	D013313	2
CHEMBL1201338	D002386	Not Applicable
CHEMBL742	D001008	2
CHEMBL13	D003324	Not Applicable
CHEMBL1771	D003324	Not Applicable
CHEMBL4298110	D006973	3
CHEMBL1742982	D012163	Not Applicable
CHEMBL494	D006973	Not Applicable
CHEMBL1082	D010437	3
CHEMBL1741	D010437	3
CHEMBL502835	D000230	2
CHEMBL389621	D014820	2
CHEMBL1200953	D014820	2
CHEMBL1118	D003863	Not Applicable
CHEMBL191	D005921	3
CHEMBL38	D007951	3
CHEMBL1152	D008180	3
CHEMBL112	D006547	Not Applicable
CHEMBL521	D006547	Not Applicable
CHEMBL112	D006552	Not Applicable
CHEMBL521	D006552	Not Applicable
CHEMBL2135460	D008113	2
CHEMBL290916	D002544	3
CHEMBL920	D011471	Not Applicable
CHEMBL137	D003924	3
CHEMBL1077896	D006547	Not Applicable
CHEMBL12	D003922	Not Applicable
CHEMBL1201576	D007676	Not Applicable
CHEMBL932	D008180	Not Applicable
CHEMBL2095212	D009765	2
CHEMBL1395	D003863	Not Applicable
CHEMBL386630	D003863	Not Applicable
CHEMBL2107067	D003863	Not Applicable
CHEMBL1200335	D003863	Not Applicable
CHEMBL1201101	D003863	Not Applicable
CHEMBL1201823	D000505	2
CHEMBL1648	D003863	2
CHEMBL64391	D000230	2
CHEMBL1743047	D008175	3
CHEMBL160	D000740	Not Applicable
CHEMBL34259	D000740	Not Applicable
CHEMBL98	D000740	2
CHEMBL160	D007951	Not Applicable
CHEMBL34259	D007951	Not Applicable
CHEMBL98	D007951	3
CHEMBL1201772	D003324	Not Applicable
CHEMBL34259	D011111	3
CHEMBL237500	D000419	3
CHEMBL174	D010538	""
CHEMBL403	D010538	""
CHEMBL1201570	D011565	2
CHEMBL1451	D000505	Not Applicable
CHEMBL1404	D003324	Not Applicable
CHEMBL262777	D002761	Not Applicable
CHEMBL1434	D051436	Not Applicable
CHEMBL1269025	D016491	2
CHEMBL191	D004941	2
CHEMBL408403	D004941	2
CHEMBL730	D000083242	3
CHEMBL730	D002543	Not Applicable
CHEMBL1171837	D008175	2
CHEMBL719	D002481	Not Applicable
CHEMBL844	D008268	2
CHEMBL1200973	D007889	3
CHEMBL621	D012891	Not Applicable
CHEMBL61	D008175	3
CHEMBL1237023	D011471	3
CHEMBL1431	D000067877	3
CHEMBL1098	D003324	Not Applicable
CHEMBL1200963	D006973	Not Applicable
CHEMBL1144	D007951	Not Applicable
CHEMBL184	D008175	2
CHEMBL395429	D000067877	Not Applicable
CHEMBL553	D000230	Not Applicable
CHEMBL2105760	D003863	3
CHEMBL2028019	D003863	3
CHEMBL1200826	D003863	Not Applicable
CHEMBL7568	D000230	2
CHEMBL608533	D007951	3
CHEMBL1431	D007951	1
CHEMBL558	D000690	2
CHEMBL334966	D003324	2
CHEMBL48361	D003324	Not Applicable
CHEMBL1201265	D002386	Not Applicable
CHEMBL650	D002386	Not Applicable
CHEMBL2108658	D008113	2
CHEMBL395429	D001008	Not Applicable
CHEMBL1090	D007951	Not Applicable
CHEMBL1201758	D065631	3
CHEMBL398435	D007676	2
CHEMBL19019	D001714	Not Applicable
CHEMBL1680	D009447	2
CHEMBL1199324	D008545	2
CHEMBL1471	D008545	2
CHEMBL19019	D003863	3
CHEMBL137	D011471	2
CHEMBL344159	D007676	2
CHEMBL198362	D006333	3
CHEMBL198362	D003324	3
CHEMBL439849	D003863	3
CHEMBL1201764	D018798	Not Applicable
CHEMBL3936761	D008228	3
CHEMBL1536	D000230	2
CHEMBL384467	D003922	Not Applicable
CHEMBL650	D013118	Not Applicable
CHEMBL1201265	D013118	Not Applicable
CHEMBL131	D013118	Not Applicable
CHEMBL1152	D013118	Not Applicable
CHEMBL34259	D004485	Not Applicable
CHEMBL2109152	D016055	Not Applicable
CHEMBL289469	D007022	3
CHEMBL39	D007022	""
CHEMBL1397	D000740	2
CHEMBL1451	D065631	3
CHEMBL836	D006547	2
CHEMBL836	D006552	2
CHEMBL429910	D003324	3
CHEMBL526	D007676	3
CHEMBL1200694	D007676	3
CHEMBL1201265	D003680	Not Applicable
CHEMBL131	D003680	Not Applicable
CHEMBL1152	D003680	Not Applicable
CHEMBL190461	D003863	3
CHEMBL657	D003863	Not Applicable
CHEMBL643	D003863	Not Applicable
CHEMBL1201631	D001249	3
CHEMBL1201538	D001249	2
CHEMBL413	D009203	Not Applicable
CHEMBL996	D009765	Not Applicable
CHEMBL38	D013921	3
CHEMBL3039597	D012852	Not Applicable
CHEMBL22	D012852	3
CHEMBL443	D012852	3
CHEMBL1536	D009443	2
CHEMBL1042	D009443	2
CHEMBL79	D011565	""
CHEMBL679	D011565	""
CHEMBL1489	D001281	""
CHEMBL1621597	D001249	Not Applicable
CHEMBL384467	D014581	Not Applicable
CHEMBL131	D014581	Not Applicable
CHEMBL2108232	D009202	1
CHEMBL1451	D008010	Not Applicable
CHEMBL1200963	D002386	2
CHEMBL1051	D002386	2
CHEMBL384467	D007676	3
CHEMBL384467	D011704	3
CHEMBL1429	D050197	1
CHEMBL1743041	D013118	3
CHEMBL1440	D005076	Not Applicable
CHEMBL1294	D003863	2
CHEMBL52440	D003863	Not Applicable
CHEMBL866	D000690	2
CHEMBL1201265	D000690	2
CHEMBL1042	D003863	Not Applicable
CHEMBL1042	D001714	Not Applicable
CHEMBL502	D000067877	2
CHEMBL2141296	D008228	2
CHEMBL1908360	D003324	Not Applicable
CHEMBL1908360	D009203	Not Applicable
CHEMBL820	D007951	Not Applicable
CHEMBL1393	D012891	Not Applicable
CHEMBL894	D013313	Not Applicable
CHEMBL3	D013313	Not Applicable
CHEMBL294199	D000083242	2
CHEMBL2103875	D007951	2
CHEMBL8	D010031	Not Applicable
CHEMBL384467	D010031	Not Applicable
CHEMBL669	D007319	2
CHEMBL61	D008228	3
CHEMBL427	D008228	2
CHEMBL61	D006689	3
CHEMBL404	D009765	Not Applicable
CHEMBL702	D009765	Not Applicable
CHEMBL689	D010300	3
CHEMBL1201867	D013964	Not Applicable
