drug	mesh_id
CHEMBL415	D003872
CHEMBL415	D003876
CHEMBL415	D003920
CHEMBL415	D003967
CHEMBL415	D004172
CHEMBL415	D004244
CHEMBL415	D000077260
CHEMBL415	D004382
CHEMBL415	D004408
CHEMBL415	D020820
CHEMBL415	D004412
CHEMBL415	D004415
CHEMBL415	D004417
CHEMBL415	D053159
CHEMBL415	D004433
CHEMBL415	D004485
CHEMBL415	D004487
CHEMBL415	D004700
CHEMBL415	D004714
CHEMBL415	D004715
CHEMBL415	D004751
CHEMBL415	D004802
CHEMBL415	D004823
CHEMBL415	D004844
CHEMBL415	D004884
CHEMBL415	D004941
CHEMBL415	D005076
CHEMBL415	D005094
CHEMBL415	D001480
CHEMBL415	D005128
CHEMBL415	D005221
CHEMBL415	D005334
CHEMBL415	D005414
CHEMBL415	D005483
CHEMBL415	D005499
CHEMBL415	D000069076
CHEMBL415	D050723
CHEMBL415	D005756
CHEMBL415	D005764
CHEMBL415	D005767
CHEMBL415	D006471
CHEMBL415	D005884
CHEMBL415	D005891
CHEMBL415	D005901
CHEMBL415	D015812
CHEMBL415	D005928
CHEMBL415	D006029
CHEMBL415	D006042
CHEMBL415	D006073
CHEMBL415	D006177
CHEMBL415	D006209
CHEMBL415	D006212
CHEMBL415	D006261
CHEMBL415	D006323
CHEMBL415	D054537
CHEMBL415	D006331
CHEMBL415	D006333
CHEMBL415	D006417
CHEMBL415	D010291
CHEMBL415	D006469
CHEMBL415	D006484
CHEMBL415	D006505
CHEMBL415	D006606
CHEMBL415	D006791
CHEMBL415	D006937
CHEMBL415	D006941
CHEMBL415	D006943
CHEMBL415	D006945
CHEMBL415	D006967
CHEMBL415	D006973
CHEMBL415	D006980
CHEMBL415	D006983
CHEMBL415	D006985
CHEMBL415	D006987
CHEMBL415	D007008
CHEMBL415	D007022
CHEMBL415	D007024
CHEMBL415	D007037
CHEMBL415	D007088
CHEMBL415	D007154
CHEMBL415	D007177
CHEMBL415	D007415
CHEMBL415	D043183
CHEMBL415	D007508
CHEMBL415	D007565
CHEMBL415	D010003
CHEMBL415	D007592
CHEMBL415	D007634
CHEMBL415	D053040
CHEMBL415	D007826
CHEMBL415	D007827
CHEMBL415	D013035
CHEMBL415	D007955
CHEMBL415	D007970
CHEMBL415	D019522
CHEMBL415	D059373
CHEMBL415	D008477
CHEMBL415	D008548
CHEMBL415	D008599
CHEMBL415	D009122
CHEMBL415	D009135
CHEMBL415	D009155
CHEMBL415	D015878
CHEMBL415	D009203
CHEMBL415	D054058
CHEMBL415	D009207
CHEMBL415	D009220
CHEMBL415	D009325
CHEMBL415	D009422
CHEMBL415	D009437
CHEMBL415	D009459
CHEMBL415	D009755
CHEMBL415	D004325
CHEMBL415	D053158
CHEMBL415	D009759
CHEMBL415	D015840
CHEMBL415	D009846
CHEMBL415	D010033
CHEMBL415	D010048
CHEMBL415	D010146
CHEMBL415	D010167
CHEMBL415	D010198
CHEMBL415	D010200
CHEMBL415	D007418
CHEMBL415	D010292
CHEMBL415	D020734
CHEMBL415	D010300
CHEMBL415	D010437
CHEMBL415	D010488
CHEMBL415	D010612
CHEMBL415	D010863
CHEMBL415	D011014
CHEMBL415	D011141
CHEMBL415	D061686
CHEMBL415	D011469
CHEMBL415	D011537
CHEMBL415	D011565
CHEMBL415	D011602
CHEMBL415	D011618
CHEMBL415	C537256
CHEMBL415	D011693
CHEMBL415	D011704
CHEMBL415	D011776
CHEMBL415	D012001
CHEMBL415	D012164
CHEMBL415	D012206
CHEMBL415	D012220
CHEMBL415	D015423
CHEMBL415	D012607
CHEMBL415	D012628
CHEMBL415	D012640
CHEMBL415	D012798
CHEMBL415	D012852
CHEMBL415	D012883
CHEMBL415	D012893
CHEMBL415	D013009
CHEMBL415	D013064
CHEMBL415	D013271
CHEMBL415	D013276
CHEMBL415	D019226
CHEMBL415	D020521
CHEMBL415	D013375
CHEMBL415	D000081013
CHEMBL415	D013406
CHEMBL415	D014474
CHEMBL415	D012769
CHEMBL415	D013575
CHEMBL415	D013610
CHEMBL415	D013616
CHEMBL415	D013894
CHEMBL415	D013921
CHEMBL415	D013924
CHEMBL415	D014012
CHEMBL415	D014076
CHEMBL415	D016171
CHEMBL415	D014103
CHEMBL415	D014202
CHEMBL415	D014522
CHEMBL415	D014549
CHEMBL415	D014552
CHEMBL415	D014555
CHEMBL415	D014570
CHEMBL415	D014581
CHEMBL415	D014592
CHEMBL415	D014627
CHEMBL415	D014652
CHEMBL415	D014693
CHEMBL415	D017180
CHEMBL415	D014717
CHEMBL415	D015837
CHEMBL415	D014839
CHEMBL415	D014845
CHEMBL415	D015430
CHEMBL415	D014987
CHEMBL415	D015000
CHEMBL415	D016055
CHEMBL415	D001927
CHEMBL415	D023341
CHEMBL415	D053608
CHEMBL415	D003244
CHEMBL415	D057565
CHEMBL415	D020795
CHEMBL415	D018476
CHEMBL415	D008881
CHEMBL415	D064807
CHEMBL415	D017202
CHEMBL415	D000087122
CHEMBL415	D018908
CHEMBL415	D058447
CHEMBL415	D012021
CHEMBL415	D012678
CHEMBL415	D044342
CHEMBL415	D017484
CHEMBL415	D012871
CHEMBL415	D019310
CHEMBL415	D063806
CHEMBL415	D008569
CHEMBL415	D005059
CHEMBL415	C537072
CHEMBL415	D007766
CHEMBL415	D007172
CHEMBL415	D000075224
CHEMBL415	D004066
CHEMBL415	D005117
CHEMBL415	D000707
CHEMBL415	D010698
CHEMBL415	D011595
CHEMBL415	D000084462
CHEMBL415	D008180
CHEMBL415	D059020
CHEMBL415	D001919
CHEMBL415	D000072281
CHEMBL415	D019584
CHEMBL415	D000071057
CHEMBL415	D020230
CHEMBL415	D000152
CHEMBL415	D033461
CHEMBL415	D008133
CHEMBL415	D009202
CHEMBL415	D007319
CHEMBL415	D005096
CHEMBL415	D010259
CHEMBL415	D000857
CHEMBL415	D055154
CHEMBL415	C536821
CHEMBL415	D000370
CHEMBL415	D002543
CHEMBL415	D000860
CHEMBL415	D007040
CHEMBL415	D012131
CHEMBL415	D014786
CHEMBL452	D015746
CHEMBL452	D000374
CHEMBL452	D008173
CHEMBL452	D000505
CHEMBL452	D000647
CHEMBL452	D000707
CHEMBL452	D000740
CHEMBL452	D000799
CHEMBL452	D001007
CHEMBL452	D001044
CHEMBL452	D018771
CHEMBL452	D001259
CHEMBL452	D001416
CHEMBL452	D001523
CHEMBL452	D001778
CHEMBL452	D001941
CHEMBL452	D001991
CHEMBL452	D002177
CHEMBL452	D002318
CHEMBL452	D002481
CHEMBL452	D002637
CHEMBL452	D002819
CHEMBL452	D003128
CHEMBL452	D003141
CHEMBL452	D003221
CHEMBL452	D003240
CHEMBL452	D003248
CHEMBL452	D003371
CHEMBL452	D003556
CHEMBL452	D007989
CHEMBL452	D003680
CHEMBL452	D003681
CHEMBL452	D003702
CHEMBL452	D003863
CHEMBL452	D003877
CHEMBL452	D003967
CHEMBL452	D004172
CHEMBL452	D004244
CHEMBL452	D000077260
CHEMBL452	D019966
CHEMBL452	D010003
CHEMBL452	D004401
CHEMBL452	D004412
CHEMBL452	D004415
CHEMBL452	D004417
CHEMBL452	D053159
CHEMBL452	D004433
CHEMBL452	D004487
CHEMBL452	D004700
CHEMBL452	D004775
CHEMBL452	D004802
CHEMBL452	D004844
CHEMBL452	D005076
CHEMBL452	D003872
CHEMBL452	D005128
CHEMBL452	D005221
CHEMBL452	D001247
CHEMBL452	D005334
CHEMBL452	D005414
CHEMBL452	D005483
CHEMBL452	D000069076
CHEMBL452	D050723
CHEMBL452	D005756
CHEMBL452	D005767
CHEMBL452	D006073
CHEMBL452	D006177
CHEMBL452	D006212
CHEMBL452	D006261
CHEMBL452	D006323
CHEMBL452	D006331
CHEMBL452	D006333
CHEMBL452	D010291
CHEMBL452	D006470
CHEMBL452	D006484
CHEMBL452	D006529
CHEMBL452	D006561
CHEMBL452	D006628
CHEMBL452	D055154
CHEMBL452	D006726
CHEMBL452	D006791
CHEMBL452	D006963
CHEMBL452	D006967
CHEMBL452	D006987
CHEMBL452	D007022
CHEMBL452	D007024
CHEMBL452	D003291
CHEMBL452	D007088
CHEMBL452	D007154
CHEMBL452	D007244
CHEMBL452	D007251
CHEMBL452	D007508
CHEMBL452	D013035
CHEMBL452	D053609
CHEMBL452	D007970
CHEMBL452	D059373
CHEMBL452	D009041
CHEMBL452	D009122
CHEMBL452	D009123
CHEMBL452	D009181
CHEMBL452	D009325
CHEMBL452	D009422
CHEMBL452	D004325
CHEMBL452	D053158
CHEMBL452	D009759
CHEMBL452	D010031
CHEMBL452	D010146
CHEMBL452	D010200
CHEMBL452	D010612
CHEMBL452	D010998
CHEMBL452	D011014
CHEMBL452	D011141
CHEMBL452	D011537
CHEMBL452	D011618
CHEMBL452	D000786
CHEMBL452	D012220
CHEMBL452	D012607
CHEMBL452	D023341
CHEMBL452	D012798
CHEMBL452	D012852
CHEMBL452	D012871
CHEMBL452	D012893
CHEMBL452	D000081013
CHEMBL452	D013610
CHEMBL452	D052256
CHEMBL452	D013894
CHEMBL452	D013921
CHEMBL452	D014076
CHEMBL452	D014098
CHEMBL452	D014202
CHEMBL452	D012141
CHEMBL452	D014549
CHEMBL452	D014552
CHEMBL452	D014522
CHEMBL452	D014570
CHEMBL452	D014581
CHEMBL452	D014627
CHEMBL452	D014717
CHEMBL452	D014777
CHEMBL452	D014786
CHEMBL452	D014839
CHEMBL452	D015430
CHEMBL452	D007057
CHEMBL452	D014985
CHEMBL452	D014987
CHEMBL452	D015000
CHEMBL452	D016055
CHEMBL452	D057565
CHEMBL452	D008881
CHEMBL452	D003244
CHEMBL452	D014060
CHEMBL452	D018908
CHEMBL452	D008599
CHEMBL452	D044342
CHEMBL452	D063806
CHEMBL452	D000066553
CHEMBL452	D008569
CHEMBL452	D020324
CHEMBL452	D002526
CHEMBL452	D012131
CHEMBL452	D001068
CHEMBL452	D005059
CHEMBL452	D013924
CHEMBL452	D012912
CHEMBL452	D007172
CHEMBL452	D001930
CHEMBL452	D001249
CHEMBL452	D008595
CHEMBL452	D000072281
CHEMBL452	D015835
CHEMBL452	D007249
CHEMBL452	D010859
CHEMBL452	D007319
CHEMBL452	D009304
CHEMBL452	D000086722
CHEMBL452	D000370
CHEMBL134	D015746
CHEMBL134	D000374
CHEMBL134	D000505
CHEMBL134	D000799
CHEMBL134	D001007
CHEMBL134	D001145
CHEMBL134	D018771
CHEMBL134	D001247
CHEMBL134	D001249
CHEMBL134	D054537
CHEMBL134	D001523
CHEMBL134	D001941
CHEMBL134	D002637
CHEMBL134	D003112
CHEMBL134	D003141
CHEMBL134	D003221
CHEMBL134	D003248
CHEMBL134	D003371
CHEMBL134	D007989
CHEMBL134	D003693
CHEMBL134	D003731
CHEMBL134	D003863
CHEMBL134	D003877
CHEMBL134	D003967
CHEMBL134	D004244
CHEMBL134	D000077260
CHEMBL134	D004417
CHEMBL134	D004433
CHEMBL134	D004487
CHEMBL134	D004700
CHEMBL134	D004775
CHEMBL134	D004844
CHEMBL134	D005076
CHEMBL134	D003872
CHEMBL134	D005128
CHEMBL134	D005221
CHEMBL134	D005334
CHEMBL134	D010292
CHEMBL134	D005767
CHEMBL134	D006177
CHEMBL134	D006212
CHEMBL134	D006261
CHEMBL134	D006331
CHEMBL134	D006333
CHEMBL134	D006505
CHEMBL134	D006941
CHEMBL134	D006967
CHEMBL134	D007022
CHEMBL134	D007024
CHEMBL134	D007508
CHEMBL134	D013035
CHEMBL134	D053609
CHEMBL134	D008477
CHEMBL134	D008581
CHEMBL134	D009304
CHEMBL134	D009325
CHEMBL134	D009422
CHEMBL134	D004325
CHEMBL134	D053158
CHEMBL134	D010146
CHEMBL134	D010167
CHEMBL134	D010309
CHEMBL134	D011537
CHEMBL134	D012220
CHEMBL134	D012804
CHEMBL134	D012883
CHEMBL134	D012893
CHEMBL134	D020184
CHEMBL134	D012912
CHEMBL134	D020521
CHEMBL134	D013375
CHEMBL134	D006945
CHEMBL134	D014474
CHEMBL134	D012769
CHEMBL134	D013575
CHEMBL134	D013610
CHEMBL134	D013894
CHEMBL134	D013921
CHEMBL134	D014012
CHEMBL134	D014202
CHEMBL134	D004890
CHEMBL134	D012141
CHEMBL134	D014552
CHEMBL134	D014581
CHEMBL134	D014652
CHEMBL134	D014839
CHEMBL134	D015430
CHEMBL134	D014987
CHEMBL134	D016055
CHEMBL134	D008133
CHEMBL134	D017495
CHEMBL134	D012871
CHEMBL134	D006987
CHEMBL134	D053159
CHEMBL134	D007172
CHEMBL134	D015352
CHEMBL134	D003448
CHEMBL134	D001919
CHEMBL134	D007319
CHEMBL134	D045823
CHEMBL134	D000086722
CHEMBL134	C536821
CHEMBL134	D000860
CHEMBL134	D007040
CHEMBL134	D012131
CHEMBL1333662	D015746
CHEMBL1333662	D000380
CHEMBL1333662	D000707
CHEMBL1333662	D000740
CHEMBL1333662	D000741
CHEMBL1333662	D000747
CHEMBL1333662	D000787
CHEMBL1333662	D000799
CHEMBL1333662	D001007
CHEMBL1333662	D018771
CHEMBL1333662	D001168
CHEMBL1333662	D001247
CHEMBL1333662	D001249
CHEMBL1333662	D001416
CHEMBL1333662	D001523
CHEMBL1333662	D001778
CHEMBL1333662	D001847
CHEMBL1333662	D001986
CHEMBL1333662	D001991
CHEMBL1333662	D002318
CHEMBL1333662	D002637
CHEMBL1333662	D003092
CHEMBL1333662	D003141
CHEMBL1333662	D003221
CHEMBL1333662	D003231
CHEMBL1333662	D003248
CHEMBL1333662	D003288
CHEMBL1333662	D003371
CHEMBL1333662	D003556
CHEMBL1333662	D003863
CHEMBL1333662	D003875
CHEMBL1333662	D003967
CHEMBL1333662	D004244
CHEMBL1333662	D004381
CHEMBL1333662	D004415
CHEMBL1333662	D004417
CHEMBL1333662	D004438
CHEMBL1333662	D004485
CHEMBL1333662	D004487
CHEMBL1333662	D004802
CHEMBL1333662	D013262
CHEMBL1333662	D004844
CHEMBL1333662	D004892
CHEMBL1333662	D004941
CHEMBL1333662	D005076
CHEMBL1333662	D003872
CHEMBL1333662	D005128
CHEMBL1333662	D005130
CHEMBL1333662	D005221
CHEMBL1333662	D005234
CHEMBL1333662	D005334
CHEMBL1333662	D005414
CHEMBL1333662	D005512
CHEMBL1333662	D005756
CHEMBL1333662	D005767
CHEMBL1333662	D006471
CHEMBL1333662	D005921
CHEMBL1333662	D006073
CHEMBL1333662	D006212
CHEMBL1333662	D006261
CHEMBL1333662	D006333
CHEMBL1333662	D006395
CHEMBL1333662	D006402
CHEMBL1333662	D006406
CHEMBL1333662	D006417
CHEMBL1333662	D006461
CHEMBL1333662	D006465
CHEMBL1333662	D006467
CHEMBL1333662	D006469
CHEMBL1333662	D006470
CHEMBL1333662	D006491
CHEMBL1333662	D006505
CHEMBL1333662	D006506
CHEMBL1333662	D006547
CHEMBL1333662	D006932
CHEMBL1333662	D006937
CHEMBL1333662	D006967
CHEMBL1333662	D006973
CHEMBL1333662	D006987
CHEMBL1333662	D007003
CHEMBL1333662	D007022
CHEMBL1333662	D007154
CHEMBL1333662	D007383
CHEMBL1333662	D007416
CHEMBL1333662	D010003
CHEMBL1333662	D007592
CHEMBL1333662	D058186
CHEMBL1333662	D013035
CHEMBL1333662	D007938
CHEMBL1333662	D007970
CHEMBL1333662	D008010
CHEMBL1333662	D008477
CHEMBL1333662	D008595
CHEMBL1333662	D009325
CHEMBL1333662	D010020
CHEMBL1333662	D009422
CHEMBL1333662	D009437
CHEMBL1333662	D009503
CHEMBL1333662	D010146
CHEMBL1333662	D010195
CHEMBL1333662	D010198
CHEMBL1333662	D010292
CHEMBL1333662	D010437
CHEMBL1333662	D011014
CHEMBL1333662	D011537
CHEMBL1333662	D011655
CHEMBL1333662	C537256
CHEMBL1333662	D011693
CHEMBL1333662	D011695
CHEMBL1333662	D011697
CHEMBL1333662	D012166
CHEMBL1333662	D012220
CHEMBL1333662	D012223
CHEMBL1333662	D012713
CHEMBL1333662	D012852
CHEMBL1333662	D012871
CHEMBL1333662	D012883
CHEMBL1333662	D013276
CHEMBL1333662	D013280
CHEMBL1333662	D014474
CHEMBL1333662	D012769
CHEMBL1333662	D013575
CHEMBL1333662	D014012
CHEMBL1333662	D014456
CHEMBL1333662	D012141
CHEMBL1333662	D014552
CHEMBL1333662	D014522
CHEMBL1333662	D014570
CHEMBL1333662	D014581
CHEMBL1333662	D014652
CHEMBL1333662	D014657
CHEMBL1333662	D014717
CHEMBL1333662	D014786
CHEMBL1333662	D014839
CHEMBL1333662	D012872
CHEMBL1333662	D002386
CHEMBL1333662	D008107
CHEMBL1333662	D020300
CHEMBL1333662	D051437
CHEMBL1333662	D056844
CHEMBL1333662	D018798
CHEMBL1333662	D044342
CHEMBL1333662	D017114
CHEMBL1333662	D017563
CHEMBL1333662	D063806
CHEMBL1333662	D004066
CHEMBL1333662	D046728
CHEMBL1333662	D014947
CHEMBL1333662	D013514
CHEMBL1333662	D002543
CHEMBL1333662	D004347
CHEMBL1333662	D033461
CHEMBL1333662	D007319
CHEMBL1333662	D004342
CHEMBL1333662	D034381
CHEMBL1333662	D003638
CHEMBL1333662	D011657
CHEMBL1333662	D005955
CHEMBL1333662	D001766
CHEMBL1213252	D001259
CHEMBL1213252	D003221
CHEMBL1213252	D004172
CHEMBL1213252	D004244
CHEMBL1213252	D000077260
CHEMBL1213252	D005076
CHEMBL1213252	D003872
CHEMBL1213252	D005221
CHEMBL1213252	D001247
CHEMBL1213252	D006261
CHEMBL1213252	D007508
CHEMBL1213252	D001007
CHEMBL1213252	D014202
CHEMBL1213252	D014987
CHEMBL1213252	D004401
CHEMBL1213252	D007319
CHEMBL104	D015746
CHEMBL104	D001768
CHEMBL104	D012872
CHEMBL104	D003556
CHEMBL104	D004487
CHEMBL104	D005076
CHEMBL104	D003872
CHEMBL104	D006470
CHEMBL104	D013035
CHEMBL104	D009325
CHEMBL104	D004890
CHEMBL104	D014581
CHEMBL104	D014839
CHEMBL104	D010146
CHEMBL104	D005414
CHEMBL32363	D004830
CHEMBL32363	D006967
CHEMBL32363	D015878
CHEMBL32363	D001007
CHEMBL32363	D014202
CHEMBL32363	D014456
CHEMBL32363	D014839
CHEMBL32363	D012131
CHEMBL612012	D015746
CHEMBL612012	D000799
CHEMBL612012	D001007
CHEMBL612012	D001247
CHEMBL612012	D001847
CHEMBL612012	D001941
CHEMBL612012	D003221
CHEMBL612012	D003248
CHEMBL612012	D003681
CHEMBL612012	D003863
CHEMBL612012	D004172
CHEMBL612012	D004244
CHEMBL612012	D000077260
CHEMBL612012	D004417
CHEMBL612012	D005076
CHEMBL612012	D003872
CHEMBL612012	D005128
CHEMBL612012	D005221
CHEMBL612012	D005334
CHEMBL612012	D005483
CHEMBL612012	D005767
CHEMBL612012	D006212
CHEMBL612012	D006323
CHEMBL612012	D006331
CHEMBL612012	D006967
CHEMBL612012	D007022
CHEMBL612012	D007024
CHEMBL612012	D007035
CHEMBL612012	D007154
CHEMBL612012	D007508
CHEMBL612012	D008477
CHEMBL612012	D015877
CHEMBL612012	D013035
CHEMBL612012	D009127
CHEMBL612012	D015878
CHEMBL612012	D009325
CHEMBL612012	D009422
CHEMBL612012	D004325
CHEMBL612012	D010195
CHEMBL612012	D010863
CHEMBL612012	D011537
CHEMBL612012	D012640
CHEMBL612012	D012769
CHEMBL612012	D012912
CHEMBL612012	D013375
CHEMBL612012	D006945
CHEMBL612012	D014474
CHEMBL612012	D013575
CHEMBL612012	D013610
CHEMBL612012	D014202
CHEMBL612012	D014522
CHEMBL612012	D014570
CHEMBL612012	D014581
CHEMBL612012	D014717
CHEMBL612012	D014839
CHEMBL612012	D014987
CHEMBL612012	D015000
CHEMBL612012	D016055
CHEMBL612012	D019586
CHEMBL612012	D012131
CHEMBL612012	D005059
CHEMBL612012	D004890
CHEMBL612012	D007766
CHEMBL612012	D001919
CHEMBL612012	D014786
CHEMBL612012	D007319
CHEMBL612012	D011141
CHEMBL612012	D009304
CHEMBL612012	D000086722
CHEMBL87	D015746
CHEMBL87	D000380
CHEMBL87	D000505
CHEMBL87	D000740
CHEMBL87	D000741
CHEMBL87	D000799
CHEMBL87	D001002
CHEMBL87	D018771
CHEMBL87	D053713
CHEMBL87	D003320
CHEMBL87	D003681
CHEMBL87	D003872
CHEMBL87	D003967
CHEMBL87	D004211
CHEMBL87	D005076
CHEMBL87	D005128
CHEMBL87	D005221
CHEMBL87	D001247
CHEMBL87	D005767
CHEMBL87	D006471
CHEMBL87	D006073
CHEMBL87	D006261
CHEMBL87	D006402
CHEMBL87	D006417
CHEMBL87	D006967
CHEMBL87	D007022
CHEMBL87	D007037
CHEMBL87	D007787
CHEMBL87	D007970
CHEMBL87	D008286
CHEMBL87	D008477
CHEMBL87	D013035
CHEMBL87	D009135
CHEMBL87	D009325
CHEMBL87	D009422
CHEMBL87	D009503
CHEMBL87	D009846
CHEMBL87	D010198
CHEMBL87	D007418
CHEMBL87	C537256
CHEMBL87	D011693
CHEMBL87	D012128
CHEMBL87	D012206
CHEMBL87	D012769
CHEMBL87	D012871
CHEMBL87	D045602
CHEMBL87	D013280
CHEMBL87	D013921
CHEMBL87	D014581
CHEMBL87	D014839
CHEMBL87	D008107
CHEMBL87	D018908
CHEMBL87	D044342
CHEMBL87	D000138
CHEMBL87	D063806
CHEMBL87	D009443
CHEMBL87	D011695
CHEMBL87	D006987
CHEMBL3183440	D003872
CHEMBL3183440	D005076
CHEMBL3183440	D011537
CHEMBL669	D015746
CHEMBL669	D000374
CHEMBL669	D000380
CHEMBL669	D000505
CHEMBL669	D000707
CHEMBL669	D000799
CHEMBL669	D001007
CHEMBL669	D001145
CHEMBL669	D001247
CHEMBL669	D001259
CHEMBL669	D002637
CHEMBL669	D002779
CHEMBL669	D003221
CHEMBL669	D003248
CHEMBL669	D007989
CHEMBL669	D003702
CHEMBL669	D003967
CHEMBL669	D004172
CHEMBL669	D004244
CHEMBL669	D000077260
CHEMBL669	D010003
CHEMBL669	D004401
CHEMBL669	D004408
CHEMBL669	D004415
CHEMBL669	D004417
CHEMBL669	D004487
CHEMBL669	D004802
CHEMBL669	D005076
CHEMBL669	D003872
CHEMBL669	D005221
CHEMBL669	D005414
CHEMBL669	D005756
CHEMBL669	D006177
CHEMBL669	D006212
CHEMBL669	D006261
CHEMBL669	D054537
CHEMBL669	D006505
CHEMBL669	D006967
CHEMBL669	D006973
CHEMBL669	D007022
CHEMBL669	D007177
CHEMBL669	D007508
CHEMBL669	D007565
CHEMBL669	D007970
CHEMBL669	D009122
CHEMBL669	D015878
CHEMBL669	D009203
CHEMBL669	D054058
CHEMBL669	D009325
CHEMBL669	D009459
CHEMBL669	D004325
CHEMBL669	D006987
CHEMBL669	D007418
CHEMBL669	D010292
CHEMBL669	D010612
CHEMBL669	D011537
CHEMBL669	D011618
CHEMBL669	C537256
CHEMBL669	D011693
CHEMBL669	D012640
CHEMBL669	D013280
CHEMBL669	D020521
CHEMBL669	D006945
CHEMBL669	D014474
CHEMBL669	D012769
CHEMBL669	D013575
CHEMBL669	D013610
CHEMBL669	D013894
CHEMBL669	D013921
CHEMBL669	D014012
CHEMBL669	D014202
CHEMBL669	D012141
CHEMBL669	D014581
CHEMBL669	D014717
CHEMBL669	D014839
CHEMBL669	D015430
CHEMBL669	D014987
CHEMBL669	D016055
CHEMBL669	D008107
CHEMBL669	D014060
CHEMBL669	D010198
CHEMBL669	D063806
CHEMBL669	D001480
CHEMBL669	D005059
CHEMBL669	C537072
CHEMBL669	D007172
CHEMBL669	D020230
CHEMBL669	D000152
CHEMBL669	D007319
CHEMBL669	D010259
CHEMBL669	C536821
CHEMBL669	D000370
CHEMBL1201338	D001259
CHEMBL1201338	D003231
CHEMBL1201338	D003128
CHEMBL1201338	D003233
CHEMBL1201338	D000077260
CHEMBL1201338	D005076
CHEMBL1201338	D003872
CHEMBL1201338	D005483
CHEMBL1201338	D005759
CHEMBL1201338	D006212
CHEMBL1201338	D006940
CHEMBL1201338	D011537
CHEMBL1201338	D011618
CHEMBL1201338	D012640
CHEMBL1201338	D013610
CHEMBL1201338	D014202
CHEMBL1201338	D015863
CHEMBL1201338	D002833
CHEMBL1201338	D014717
CHEMBL1201338	D014987
CHEMBL1201338	D016055
CHEMBL1201338	D020795
CHEMBL1201338	D003221
CHEMBL1201338	D000084462
CHEMBL1201338	D007766
CHEMBL1201338	D010243
CHEMBL88	D000013
CHEMBL88	D010195
CHEMBL88	D000380
CHEMBL88	D000505
CHEMBL88	D000542
CHEMBL88	D000568
CHEMBL88	D000707
CHEMBL88	D000740
CHEMBL88	D000743
CHEMBL88	D001145
CHEMBL88	D018771
CHEMBL88	D001201
CHEMBL88	D001247
CHEMBL88	D001281
CHEMBL88	D053713
CHEMBL88	D001424
CHEMBL88	D001749
CHEMBL88	D001768
CHEMBL88	D012872
CHEMBL88	D001986
CHEMBL88	D001989
CHEMBL88	D009369
CHEMBL88	D002292
CHEMBL88	D002305
CHEMBL88	D002637
CHEMBL88	D002779
CHEMBL88	D003092
CHEMBL88	D003141
CHEMBL88	D003221
CHEMBL88	D003231
CHEMBL88	D003248
CHEMBL88	D003286
CHEMBL88	D003371
CHEMBL88	D003556
CHEMBL88	D003638
CHEMBL88	D003872
CHEMBL88	D003882
CHEMBL88	D012594
CHEMBL88	D003920
CHEMBL88	D003967
CHEMBL88	D004211
CHEMBL88	D011141
CHEMBL88	D004244
CHEMBL88	D004408
CHEMBL88	D004417
CHEMBL88	D004487
CHEMBL88	D004751
CHEMBL88	D004760
CHEMBL88	D013262
CHEMBL88	D004892
CHEMBL88	D005076
CHEMBL88	D005221
CHEMBL88	D005313
CHEMBL88	D005317
CHEMBL88	D005334
CHEMBL88	D005355
CHEMBL88	D005483
CHEMBL88	D005759
CHEMBL88	D006471
CHEMBL88	D006261
CHEMBL88	D006323
CHEMBL88	D006333
CHEMBL88	D006417
CHEMBL88	D006463
CHEMBL88	D010490
CHEMBL88	D006470
CHEMBL88	D006501
CHEMBL88	D006504
CHEMBL88	D006505
CHEMBL88	D006529
CHEMBL88	D006562
CHEMBL88	D006932
CHEMBL88	D006943
CHEMBL88	D006945
CHEMBL88	D006947
CHEMBL88	D006967
CHEMBL88	D006973
CHEMBL88	D006976
CHEMBL88	D006987
CHEMBL88	D007010
CHEMBL88	D007022
CHEMBL88	D007177
CHEMBL88	D007246
CHEMBL88	D007249
CHEMBL88	D007565
CHEMBL88	D058186
CHEMBL88	D007752
CHEMBL88	D007951
CHEMBL88	D007970
CHEMBL88	D008228
CHEMBL88	D008223
CHEMBL88	D008708
CHEMBL88	D009102
CHEMBL88	D009196
CHEMBL88	D009203
CHEMBL88	D054058
CHEMBL88	D009205
CHEMBL88	D009216
CHEMBL88	D009230
CHEMBL88	D009260
CHEMBL88	D009325
CHEMBL88	D009336
CHEMBL88	D009437
CHEMBL88	D009839
CHEMBL88	D010049
CHEMBL88	D010146
CHEMBL88	D010198
CHEMBL88	D010292
CHEMBL88	D010493
CHEMBL88	D010689
CHEMBL88	D010996
CHEMBL88	D011014
CHEMBL88	D011247
CHEMBL88	D011536
CHEMBL88	D011537
CHEMBL88	D011654
CHEMBL88	D011655
CHEMBL88	D011668
CHEMBL88	D011832
CHEMBL88	D012135
CHEMBL88	D051437
CHEMBL88	D012128
CHEMBL88	D012206
CHEMBL88	D012220
CHEMBL88	D009202
CHEMBL88	D012640
CHEMBL88	D012769
CHEMBL88	D012770
CHEMBL88	D012772
CHEMBL88	D010859
CHEMBL88	D012912
CHEMBL88	D013035
CHEMBL88	D013118
CHEMBL88	D013280
CHEMBL88	D013610
CHEMBL88	D013684
CHEMBL88	D013921
CHEMBL88	D004617
CHEMBL88	D013927
CHEMBL88	D014012
CHEMBL88	D014202
CHEMBL88	D014376
CHEMBL88	D015275
CHEMBL88	D014456
CHEMBL88	D004890
CHEMBL88	D014517
