drug	target
CHEMBL1201649	ENSG00000140009
CHEMBL1201649	ENSG00000091831
CHEMBL3545420	ENSG00000123374
CHEMBL1079593	ENSG00000145675
CHEMBL1079593	ENSG00000051382
CHEMBL1079593	ENSG00000105851
CHEMBL1079593	ENSG00000121879
CHEMBL1079593	ENSG00000105647
CHEMBL1079593	ENSG00000171608
CHEMBL1079593	ENSG00000141506
CHEMBL1079593	ENSG00000117461
CHEMBL1421	ENSG00000113721
CHEMBL476960	ENSG00000257335
CHEMBL476960	ENSG00000171298
CHEMBL476960	ENSG00000090402
CHEMBL476960	ENSG00000257743
CHEMBL266481	ENSG00000215644
CHEMBL2104954	ENSG00000169032
CHEMBL4594558	ENSG00000186891
CHEMBL1354199	ENSG00000168539
CHEMBL376897	ENSG00000168539
CHEMBL4297562	ENSG00000107984
CHEMBL3989410	ENSG00000073756
CHEMBL3989410	ENSG00000095303
CHEMBL6	ENSG00000073756
CHEMBL6	ENSG00000095303
CHEMBL1094	ENSG00000176884
CHEMBL1094	ENSG00000183454
CHEMBL1094	ENSG00000273079
CHEMBL1094	ENSG00000105464
CHEMBL1094	ENSG00000116032
CHEMBL1094	ENSG00000161509
CHEMBL1094	ENSG00000198785
CHEMBL2062264	ENSG00000120907
CHEMBL2062264	ENSG00000171873
CHEMBL2062264	ENSG00000170214
CHEMBL1215	ENSG00000120907
CHEMBL1215	ENSG00000171873
CHEMBL1215	ENSG00000170214
CHEMBL1230609	ENSG00000120156
CHEMBL3545042	ENSG00000171189
CHEMBL3545042	ENSG00000105737
CHEMBL3545042	ENSG00000149403
CHEMBL3545042	ENSG00000164418
CHEMBL3545042	ENSG00000163873
CHEMBL2304041	ENSG00000188229
CHEMBL2304041	ENSG00000101162
CHEMBL2304041	ENSG00000198033
CHEMBL2304041	ENSG00000127824
CHEMBL2304041	ENSG00000258947
CHEMBL2304041	ENSG00000167552
CHEMBL2304041	ENSG00000104833
CHEMBL2304041	ENSG00000261456
CHEMBL2304041	ENSG00000196230
CHEMBL2304041	ENSG00000123416
CHEMBL2304041	ENSG00000167553
CHEMBL2304041	ENSG00000152086
CHEMBL2304041	ENSG00000137267
CHEMBL2304041	ENSG00000137285
CHEMBL2304041	ENSG00000176014
CHEMBL4298097	ENSG00000169194
CHEMBL4297188	ENSG00000105221
CHEMBL4297188	ENSG00000117020
CHEMBL4297188	ENSG00000142208
CHEMBL2219416	ENSG00000112038
CHEMBL2219418	ENSG00000112038
CHEMBL3545194	ENSG00000137193
CHEMBL3545194	ENSG00000102096
CHEMBL3545194	ENSG00000198355
CHEMBL1767164	ENSG00000196639
CHEMBL329123	ENSG00000213903
CHEMBL1201489	ENSG00000185231
CHEMBL2108720	ENSG00000117586
CHEMBL1501	ENSG00000113580
CHEMBL1200514	ENSG00000087085
CHEMBL1201229	ENSG00000087085
CHEMBL3989954	ENSG00000168918
CHEMBL3707348	ENSG00000010671
CHEMBL1614702	ENSG00000112062
CHEMBL1201178	ENSG00000165646
CHEMBL1201222	ENSG00000165646
CHEMBL2107455	ENSG00000240972
CHEMBL4065122	ENSG00000010671
CHEMBL3545402	ENSG00000102755
CHEMBL3545402	ENSG00000037280
CHEMBL3545402	ENSG00000128052
CHEMBL4297775	ENSG00000171132
CHEMBL1201823	ENSG00000121594
CHEMBL459505	ENSG00000095596
CHEMBL4650296	ENSG00000165731
CHEMBL4650275	ENSG00000101323
CHEMBL2308782	ENSG00000133019
CHEMBL2308782	ENSG00000180720
CHEMBL2308782	ENSG00000168539
CHEMBL2308782	ENSG00000181072
CHEMBL2308782	ENSG00000184984
CHEMBL2365940	ENSG00000133019
CHEMBL2365940	ENSG00000180720
CHEMBL2365940	ENSG00000168539
CHEMBL2365940	ENSG00000181072
CHEMBL2365940	ENSG00000184984
CHEMBL635	ENSG00000113580
CHEMBL1201115	ENSG00000043591
CHEMBL768	ENSG00000043591
CHEMBL85	ENSG00000147246
CHEMBL846	ENSG00000111424
CHEMBL1200635	ENSG00000113580
CHEMBL1201263	ENSG00000113580
CHEMBL1200531	ENSG00000112038
CHEMBL634	ENSG00000112038
CHEMBL3644587	ENSG00000107854
CHEMBL3644587	ENSG00000173273
CHEMBL395091	ENSG00000176884
CHEMBL395091	ENSG00000183454
CHEMBL395091	ENSG00000273079
CHEMBL395091	ENSG00000105464
CHEMBL395091	ENSG00000116032
CHEMBL395091	ENSG00000161509
CHEMBL395091	ENSG00000198785
CHEMBL3686884	ENSG00000077782
CHEMBL111659	ENSG00000160716
CHEMBL111659	ENSG00000101204
CHEMBL190	ENSG00000163485
CHEMBL190	ENSG00000170425
CHEMBL190	ENSG00000282608
CHEMBL190	ENSG00000128271
CHEMBL364804	ENSG00000073756
CHEMBL288441	ENSG00000097007
CHEMBL288441	ENSG00000186716
CHEMBL1256717	ENSG00000110148
CHEMBL45305	ENSG00000178394
CHEMBL1018	ENSG00000091831
CHEMBL2109520	ENSG00000105383
CHEMBL1201109	ENSG00000113580
CHEMBL198362	ENSG00000126218
CHEMBL3785197	ENSG00000087237
CHEMBL2105705	ENSG00000111424
CHEMBL596802	ENSG00000149295
CHEMBL558752	ENSG00000128052
CHEMBL1716091	ENSG00000186350
CHEMBL1201630	ENSG00000171105
CHEMBL2109624	ENSG00000110799
CHEMBL2159122	ENSG00000112038
CHEMBL3991932	ENSG00000112062
CHEMBL2109513	ENSG00000184371
CHEMBL1200347	ENSG00000133019
CHEMBL1201232	ENSG00000133019
CHEMBL3545171	ENSG00000169432
CHEMBL1201148	ENSG00000113580
CHEMBL1750	ENSG00000101868
CHEMBL1750	ENSG00000175482
CHEMBL1750	ENSG00000077514
CHEMBL1750	ENSG00000062822
CHEMBL1750	ENSG00000106628
CHEMBL1750	ENSG00000177084
CHEMBL1750	ENSG00000014138
CHEMBL1750	ENSG00000198056
CHEMBL1750	ENSG00000146143
CHEMBL1750	ENSG00000100479
CHEMBL1750	ENSG00000148229
CHEMBL3707266	ENSG00000135446
CHEMBL3545110	ENSG00000135446
CHEMBL476323	ENSG00000101180
CHEMBL4116008	ENSG00000162434
CHEMBL1334033	ENSG00000198793
CHEMBL75880	ENSG00000198793
CHEMBL1201187	ENSG00000160791
CHEMBL4297181	ENSG00000198793
CHEMBL4297829	ENSG00000188389
CHEMBL3545088	ENSG00000113721
CHEMBL712	ENSG00000115486
CHEMBL1201733	ENSG00000077782
CHEMBL477772	ENSG00000077782
CHEMBL4297808	ENSG00000171855
CHEMBL2108882	ENSG00000078098
CHEMBL4594355	ENSG00000188389
CHEMBL3989987	ENSG00000118271
CHEMBL4802223	ENSG00000109163
CHEMBL1201199	ENSG00000109163
CHEMBL681	ENSG00000022355
CHEMBL681	ENSG00000145864
CHEMBL681	ENSG00000113327
CHEMBL681	ENSG00000166206
CHEMBL681	ENSG00000109158
CHEMBL681	ENSG00000182256
CHEMBL681	ENSG00000268089
CHEMBL681	ENSG00000011677
CHEMBL681	ENSG00000094755
CHEMBL681	ENSG00000187730
CHEMBL681	ENSG00000163285
CHEMBL681	ENSG00000163288
CHEMBL681	ENSG00000102287
CHEMBL681	ENSG00000151834
CHEMBL681	ENSG00000186297
CHEMBL681	ENSG00000145863
CHEMBL3545368	ENSG00000116478
CHEMBL3545368	ENSG00000171720
CHEMBL3545368	ENSG00000094631
CHEMBL3545368	ENSG00000196591
CHEMBL3545368	ENSG00000108840
CHEMBL3545368	ENSG00000061273
CHEMBL3545368	ENSG00000147099
CHEMBL3545368	ENSG00000163517
CHEMBL3545368	ENSG00000068024
CHEMBL3545368	ENSG00000048052
CHEMBL3545368	ENSG00000100429
CHEMBL483254	ENSG00000116478
CHEMBL483254	ENSG00000171720
CHEMBL483254	ENSG00000094631
CHEMBL483254	ENSG00000196591
CHEMBL483254	ENSG00000108840
CHEMBL483254	ENSG00000061273
CHEMBL483254	ENSG00000147099
CHEMBL483254	ENSG00000163517
CHEMBL483254	ENSG00000068024
CHEMBL483254	ENSG00000048052
CHEMBL483254	ENSG00000100429
CHEMBL3544966	ENSG00000145675
CHEMBL3544966	ENSG00000051382
CHEMBL3544966	ENSG00000105851
CHEMBL3544966	ENSG00000121879
CHEMBL3544966	ENSG00000105647
CHEMBL3544966	ENSG00000171608
CHEMBL3544966	ENSG00000141506
CHEMBL3544966	ENSG00000117461
CHEMBL4297762	ENSG00000198947
CHEMBL2109384	ENSG00000128917
CHEMBL3707246	ENSG00000170989
CHEMBL3707247	ENSG00000170989
CHEMBL103667	ENSG00000112062
CHEMBL1257	ENSG00000145888
CHEMBL1257	ENSG00000109738
CHEMBL3545035	ENSG00000164270
CHEMBL61780	ENSG00000151617
CHEMBL592445	ENSG00000198793
CHEMBL1201081	ENSG00000113580
CHEMBL1201265	ENSG00000113580
CHEMBL2108709	ENSG00000164692
CHEMBL2108709	ENSG00000108821
CHEMBL2108709	ENSG00000139219
CHEMBL2108709	ENSG00000168542
CHEMBL2108709	ENSG00000187498
CHEMBL2108709	ENSG00000130635
CHEMBL2108709	ENSG00000142156
CHEMBL2108709	ENSG00000060718
CHEMBL2108709	ENSG00000204291
CHEMBL2108709	ENSG00000182871
CHEMBL2108709	ENSG00000171502
CHEMBL2108709	ENSG00000196739
CHEMBL2108709	ENSG00000215018
CHEMBL2108709	ENSG00000134871
CHEMBL2108709	ENSG00000204262
CHEMBL2108709	ENSG00000142173
CHEMBL2108709	ENSG00000204248
CHEMBL2108709	ENSG00000169031
CHEMBL2108709	ENSG00000080573
CHEMBL2108709	ENSG00000163359
CHEMBL2108709	ENSG00000081052
CHEMBL2108709	ENSG00000188153
CHEMBL2108709	ENSG00000172752
CHEMBL2108709	ENSG00000197565
CHEMBL2108709	ENSG00000206384
CHEMBL1742423	ENSG00000196639
CHEMBL3306803	ENSG00000102468
CHEMBL2110368	ENSG00000103546
CHEMBL1201260	ENSG00000103546
CHEMBL605	ENSG00000144285
CHEMBL605	ENSG00000183873
CHEMBL605	ENSG00000007314
CHEMBL605	ENSG00000136546
CHEMBL605	ENSG00000136531
CHEMBL605	ENSG00000169432
CHEMBL605	ENSG00000153253
CHEMBL605	ENSG00000168356
CHEMBL605	ENSG00000196876
CHEMBL605	ENSG00000185313
CHEMBL640	ENSG00000144285
CHEMBL640	ENSG00000183873
CHEMBL640	ENSG00000007314
CHEMBL640	ENSG00000136546
CHEMBL640	ENSG00000136531
CHEMBL640	ENSG00000169432
CHEMBL640	ENSG00000153253
CHEMBL640	ENSG00000168356
CHEMBL640	ENSG00000196876
CHEMBL640	ENSG00000185313
CHEMBL12713	ENSG00000149295
CHEMBL3545079	ENSG00000182578
CHEMBL3544997	ENSG00000096968
CHEMBL2107360	ENSG00000149295
CHEMBL2103738	ENSG00000133731
CHEMBL1201170	ENSG00000133731
CHEMBL3545322	ENSG00000139567
CHEMBL1743043	ENSG00000167658
CHEMBL3545275	ENSG00000151623
CHEMBL1788132	ENSG00000150594
CHEMBL1788132	ENSG00000184160
CHEMBL1788132	ENSG00000274286
CHEMBL17860	ENSG00000150594
CHEMBL17860	ENSG00000184160
CHEMBL17860	ENSG00000274286
CHEMBL1200748	ENSG00000132437
CHEMBL1201236	ENSG00000132437
CHEMBL218166	ENSG00000178394
CHEMBL127071	ENSG00000160716
CHEMBL127071	ENSG00000101204
CHEMBL127071	ENSG00000169684
CHEMBL2105720	ENSG00000197891
CHEMBL2103975	ENSG00000162009
CHEMBL1200420	ENSG00000022355
CHEMBL1200420	ENSG00000145864
CHEMBL1200420	ENSG00000113327
CHEMBL1200420	ENSG00000166206
CHEMBL1200420	ENSG00000109158
CHEMBL1200420	ENSG00000182256
CHEMBL1200420	ENSG00000268089
CHEMBL1200420	ENSG00000011677
CHEMBL1200420	ENSG00000094755
CHEMBL1200420	ENSG00000187730
CHEMBL1200420	ENSG00000163285
CHEMBL1200420	ENSG00000163288
CHEMBL1200420	ENSG00000102287
CHEMBL1200420	ENSG00000151834
CHEMBL1200420	ENSG00000186297
CHEMBL1200420	ENSG00000145863
CHEMBL655	ENSG00000022355
CHEMBL655	ENSG00000145864
CHEMBL655	ENSG00000113327
CHEMBL655	ENSG00000166206
CHEMBL655	ENSG00000109158
CHEMBL655	ENSG00000182256
CHEMBL655	ENSG00000268089
CHEMBL655	ENSG00000011677
CHEMBL655	ENSG00000094755
CHEMBL655	ENSG00000187730
CHEMBL655	ENSG00000163285
CHEMBL655	ENSG00000163288
CHEMBL655	ENSG00000102287
CHEMBL655	ENSG00000151834
CHEMBL655	ENSG00000186297
CHEMBL655	ENSG00000145863
CHEMBL3989833	ENSG00000102468
CHEMBL708	ENSG00000102468
CHEMBL1980391	ENSG00000122025
CHEMBL3544954	ENSG00000109163
CHEMBL717	ENSG00000082175
CHEMBL3545188	ENSG00000278195
CHEMBL3039583	ENSG00000278195
CHEMBL2107358	ENSG00000143384
CHEMBL408194	ENSG00000143384
CHEMBL1204165	ENSG00000169252
CHEMBL27193	ENSG00000169252
CHEMBL1947204	ENSG00000141736
CHEMBL1201057	ENSG00000015413
CHEMBL1237099	ENSG00000138435
CHEMBL1237099	ENSG00000196811
CHEMBL1237099	ENSG00000170175
CHEMBL1237099	ENSG00000135902
CHEMBL1237099	ENSG00000108556
CHEMBL1237123	ENSG00000138435
CHEMBL1237123	ENSG00000196811
CHEMBL1237123	ENSG00000170175
CHEMBL1237123	ENSG00000135902
CHEMBL1237123	ENSG00000108556
CHEMBL4594338	ENSG00000134333
CHEMBL1237065	ENSG00000112038
CHEMBL1237044	ENSG00000112038
CHEMBL451	ENSG00000022355
CHEMBL451	ENSG00000145864
CHEMBL451	ENSG00000113327
CHEMBL451	ENSG00000166206
CHEMBL451	ENSG00000109158
CHEMBL451	ENSG00000182256
CHEMBL451	ENSG00000268089
CHEMBL451	ENSG00000011677
CHEMBL451	ENSG00000094755
CHEMBL451	ENSG00000187730
CHEMBL451	ENSG00000163285
CHEMBL451	ENSG00000163288
CHEMBL451	ENSG00000102287
CHEMBL451	ENSG00000151834
CHEMBL451	ENSG00000186297
CHEMBL451	ENSG00000145863
CHEMBL1200578	ENSG00000163485
CHEMBL1200578	ENSG00000170425
CHEMBL1200578	ENSG00000282608
CHEMBL1200578	ENSG00000128271
CHEMBL1208646	ENSG00000163485
CHEMBL1208646	ENSG00000170425
CHEMBL1208646	ENSG00000282608
CHEMBL1208646	ENSG00000128271
CHEMBL515606	ENSG00000159640
CHEMBL4298021	ENSG00000186868
CHEMBL2108576	ENSG00000142192
CHEMBL296468	ENSG00000123374
CHEMBL3545298	ENSG00000198400
CHEMBL3545298	ENSG00000148053
CHEMBL3545298	ENSG00000140538
CHEMBL2106370	ENSG00000105675
CHEMBL2106370	ENSG00000186009
CHEMBL1201733	ENSG00000182866
CHEMBL477772	ENSG00000182866
CHEMBL1201729	ENSG00000151067
CHEMBL1201729	ENSG00000081248
CHEMBL1201729	ENSG00000157388
CHEMBL1201729	ENSG00000102001
CHEMBL184412	ENSG00000151067
CHEMBL184412	ENSG00000081248
CHEMBL184412	ENSG00000157388
CHEMBL184412	ENSG00000102001
CHEMBL3989519	ENSG00000171303
CHEMBL1754	ENSG00000171303
CHEMBL3544943	ENSG00000097046
CHEMBL3544944	ENSG00000097046
CHEMBL1200694	ENSG00000145888
CHEMBL1200694	ENSG00000109738
CHEMBL572881	ENSG00000102755
CHEMBL572881	ENSG00000037280
CHEMBL572881	ENSG00000128052
CHEMBL1168	ENSG00000159640
CHEMBL3545257	ENSG00000153956
CHEMBL3545125	ENSG00000153956
CHEMBL4297344	ENSG00000114503
CHEMBL4297344	ENSG00000136937
CHEMBL3545396	ENSG00000102755
CHEMBL3545396	ENSG00000037280
CHEMBL3545396	ENSG00000128052
CHEMBL1201460	ENSG00000117601
CHEMBL4297566	ENSG00000198947
CHEMBL3545243	ENSG00000169032
CHEMBL392149	ENSG00000163485
CHEMBL2109633	ENSG00000138448
CHEMBL1492500	ENSG00000103546
CHEMBL2108341	ENSG00000185499
CHEMBL3186492	ENSG00000166736
CHEMBL46	ENSG00000166736
CHEMBL3707446	ENSG00000007908
CHEMBL3990000	ENSG00000112115
CHEMBL448	ENSG00000022355
CHEMBL448	ENSG00000145864
CHEMBL448	ENSG00000113327
CHEMBL448	ENSG00000166206
CHEMBL448	ENSG00000109158
CHEMBL448	ENSG00000182256
CHEMBL448	ENSG00000268089
CHEMBL448	ENSG00000011677
CHEMBL448	ENSG00000094755
CHEMBL448	ENSG00000187730
CHEMBL448	ENSG00000163285
CHEMBL448	ENSG00000163288
CHEMBL448	ENSG00000102287
CHEMBL448	ENSG00000151834
CHEMBL448	ENSG00000186297
CHEMBL448	ENSG00000145863
CHEMBL1713	ENSG00000149295
CHEMBL1713	ENSG00000151577
CHEMBL1713	ENSG00000069696
CHEMBL71	ENSG00000149295
CHEMBL71	ENSG00000151577
CHEMBL71	ENSG00000069696
CHEMBL1742428	ENSG00000183134
CHEMBL278819	ENSG00000168539
CHEMBL1201454	ENSG00000120907
CHEMBL1201454	ENSG00000150594
CHEMBL1201454	ENSG00000184160
CHEMBL1201454	ENSG00000171873
CHEMBL1201454	ENSG00000170214
CHEMBL1201454	ENSG00000274286
CHEMBL4297789	ENSG00000156738
CHEMBL3545265	ENSG00000104365
CHEMBL4298194	ENSG00000185010
CHEMBL2107771	ENSG00000069535
CHEMBL3301595	ENSG00000108576
CHEMBL3301595	ENSG00000142319
CHEMBL3301595	ENSG00000103546
CHEMBL1743001	ENSG00000140443
CHEMBL1272307	ENSG00000121764
CHEMBL1200699	ENSG00000137745
CHEMBL1433	ENSG00000137745
CHEMBL3545381	ENSG00000182578
CHEMBL1742997	ENSG00000188229
CHEMBL1742997	ENSG00000101162
CHEMBL1742997	ENSG00000198033
CHEMBL1742997	ENSG00000127824
CHEMBL1742997	ENSG00000258947
CHEMBL1742997	ENSG00000167552
CHEMBL1742997	ENSG00000104833
CHEMBL1742997	ENSG00000261456
CHEMBL1742997	ENSG00000196230
CHEMBL1742997	ENSG00000123416
CHEMBL1742997	ENSG00000167553
CHEMBL1742997	ENSG00000152086
CHEMBL1742997	ENSG00000137267
CHEMBL1742997	ENSG00000137285
CHEMBL1742997	ENSG00000176014
CHEMBL3707245	ENSG00000125384
CHEMBL552212	ENSG00000188229
CHEMBL552212	ENSG00000101162
CHEMBL552212	ENSG00000198033
CHEMBL552212	ENSG00000127824
CHEMBL552212	ENSG00000258947
CHEMBL552212	ENSG00000167552
CHEMBL552212	ENSG00000104833
CHEMBL552212	ENSG00000261456
CHEMBL552212	ENSG00000196230
CHEMBL552212	ENSG00000123416
CHEMBL552212	ENSG00000167553
CHEMBL552212	ENSG00000152086
CHEMBL552212	ENSG00000137267
CHEMBL552212	ENSG00000137285
CHEMBL552212	ENSG00000176014
CHEMBL2108336	ENSG00000112164
CHEMBL1569487	ENSG00000073756
CHEMBL1569487	ENSG00000095303
CHEMBL4297563	ENSG00000120217
CHEMBL3545133	ENSG00000176105
CHEMBL3358920	ENSG00000170989
CHEMBL1200645	ENSG00000131747
CHEMBL2108063	ENSG00000010610
CHEMBL587723	ENSG00000146648
CHEMBL1529	ENSG00000168539
CHEMBL936	ENSG00000168539
CHEMBL3545285	ENSG00000068078
CHEMBL3545285	ENSG00000077782
CHEMBL3545285	ENSG00000160867
CHEMBL3545285	ENSG00000066468
CHEMBL1256841	ENSG00000189221
CHEMBL1256841	ENSG00000069535
CHEMBL576982	ENSG00000182578
CHEMBL1201082	ENSG00000108576
CHEMBL41	ENSG00000108576
CHEMBL2103738	ENSG00000105723
CHEMBL2103738	ENSG00000082701
CHEMBL1201170	ENSG00000105723
CHEMBL1201170	ENSG00000082701
CHEMBL1200969	ENSG00000145545
CHEMBL1200969	ENSG00000277893
CHEMBL1200969	ENSG00000128039
CHEMBL3907479	ENSG00000077782
CHEMBL1201731	ENSG00000043591
CHEMBL434394	ENSG00000043591
CHEMBL632	ENSG00000113580
CHEMBL3984441	ENSG00000153208
CHEMBL454138	ENSG00000012504
CHEMBL1236107	ENSG00000105976
CHEMBL1201581	ENSG00000232810
CHEMBL817	ENSG00000187486
CHEMBL817	ENSG00000006071
CHEMBL3301611	ENSG00000053918
CHEMBL3301611	ENSG00000171385
CHEMBL3301611	ENSG00000055118
CHEMBL3301611	ENSG00000177301
CHEMBL3301611	ENSG00000111262
CHEMBL3301611	ENSG00000075043
CHEMBL3301611	ENSG00000184156
CHEMBL3301611	ENSG00000104848
CHEMBL3301611	ENSG00000185760
CHEMBL3301611	ENSG00000117013
CHEMBL3301611	ENSG00000143473
CHEMBL3301611	ENSG00000182255
CHEMBL3301611	ENSG00000130037
CHEMBL3301611	ENSG00000177272
CHEMBL3301611	ENSG00000151079
CHEMBL3301611	ENSG00000129159
CHEMBL3301611	ENSG00000184408
CHEMBL3301611	ENSG00000182674
CHEMBL3301611	ENSG00000116396
CHEMBL3301611	ENSG00000131398
CHEMBL3301611	ENSG00000158445
CHEMBL3301611	ENSG00000143105
CHEMBL3301611	ENSG00000164794
CHEMBL3301611	ENSG00000140015
CHEMBL3301611	ENSG00000171126
CHEMBL3301611	ENSG00000168418
CHEMBL3301611	ENSG00000168263
CHEMBL3301611	ENSG00000124134
CHEMBL3301611	ENSG00000183960
CHEMBL3301611	ENSG00000166006
CHEMBL3301611	ENSG00000170745
CHEMBL3301611	ENSG00000173826
CHEMBL3301611	ENSG00000162975
CHEMBL3301611	ENSG00000184611
CHEMBL3301611	ENSG00000102057
CHEMBL3301611	ENSG00000026559
CHEMBL3301611	ENSG00000178342
CHEMBL3301611	ENSG00000135519
CHEMBL3301611	ENSG00000156486
CHEMBL3301611	ENSG00000089558
CHEMBL354077	ENSG00000053918
CHEMBL354077	ENSG00000171385
CHEMBL354077	ENSG00000055118
CHEMBL354077	ENSG00000177301
CHEMBL354077	ENSG00000111262
CHEMBL354077	ENSG00000075043
CHEMBL354077	ENSG00000184156
CHEMBL354077	ENSG00000104848
CHEMBL354077	ENSG00000185760
CHEMBL354077	ENSG00000117013
CHEMBL354077	ENSG00000143473
CHEMBL354077	ENSG00000182255
CHEMBL354077	ENSG00000130037
CHEMBL354077	ENSG00000177272
CHEMBL354077	ENSG00000151079
CHEMBL354077	ENSG00000129159
CHEMBL354077	ENSG00000184408
CHEMBL354077	ENSG00000182674
CHEMBL354077	ENSG00000116396
CHEMBL354077	ENSG00000131398
CHEMBL354077	ENSG00000158445
CHEMBL354077	ENSG00000143105
CHEMBL354077	ENSG00000164794
CHEMBL354077	ENSG00000140015
CHEMBL354077	ENSG00000171126
CHEMBL354077	ENSG00000168418
CHEMBL354077	ENSG00000168263
CHEMBL354077	ENSG00000124134
CHEMBL354077	ENSG00000183960
CHEMBL354077	ENSG00000166006
CHEMBL354077	ENSG00000170745
CHEMBL354077	ENSG00000173826
CHEMBL354077	ENSG00000162975
CHEMBL354077	ENSG00000184611
CHEMBL354077	ENSG00000102057
CHEMBL354077	ENSG00000026559
CHEMBL354077	ENSG00000178342
CHEMBL354077	ENSG00000135519
CHEMBL354077	ENSG00000156486
CHEMBL354077	ENSG00000089558
CHEMBL188462	ENSG00000160716
CHEMBL188462	ENSG00000101204
CHEMBL2402737	ENSG00000141510
CHEMBL2402737	ENSG00000135679
CHEMBL4297229	ENSG00000132639
CHEMBL1078178	ENSG00000096968
CHEMBL1946170	ENSG00000165731
CHEMBL1743085	ENSG00000049249
CHEMBL3545120	ENSG00000120156
CHEMBL4297293	ENSG00000148680
CHEMBL4205783	ENSG00000148680
CHEMBL1530428	ENSG00000113580
CHEMBL1742995	ENSG00000113302
CHEMBL1742995	ENSG00000110944
CHEMBL3545270	ENSG00000198822
CHEMBL4297841	ENSG00000117525
CHEMBL1200951	ENSG00000149295
CHEMBL3545259	ENSG00000091879
CHEMBL4297987	ENSG00000188229
CHEMBL4297987	ENSG00000101162
CHEMBL4297987	ENSG00000198033
CHEMBL4297987	ENSG00000127824
CHEMBL4297987	ENSG00000258947
CHEMBL4297987	ENSG00000167552
CHEMBL4297987	ENSG00000104833
CHEMBL4297987	ENSG00000261456
CHEMBL4297987	ENSG00000196230
CHEMBL4297987	ENSG00000123416
CHEMBL4297987	ENSG00000167553
CHEMBL4297987	ENSG00000152086
CHEMBL4297987	ENSG00000137267
CHEMBL4297987	ENSG00000137285
CHEMBL4297987	ENSG00000176014
CHEMBL931	ENSG00000169427
CHEMBL4594217	ENSG00000140675
CHEMBL2048484	ENSG00000140675
CHEMBL4101807	ENSG00000206172
CHEMBL4101807	ENSG00000188536
CHEMBL4101807	ENSG00000244734
CHEMBL2106068	ENSG00000151617
CHEMBL9194	ENSG00000151617
CHEMBL1201545	ENSG00000171105
CHEMBL1082407	ENSG00000169083
CHEMBL477	ENSG00000163485
CHEMBL477	ENSG00000170425
CHEMBL477	ENSG00000282608
CHEMBL477	ENSG00000128271
CHEMBL573677	ENSG00000025434
CHEMBL573677	ENSG00000131408
CHEMBL2104967	ENSG00000150093
CHEMBL2104967	ENSG00000115232
CHEMBL1822792	ENSG00000105976
CHEMBL908	ENSG00000102468
CHEMBL206834	ENSG00000254087
CHEMBL1701	ENSG00000112038
CHEMBL607	ENSG00000112038
CHEMBL4298090	ENSG00000078098
CHEMBL797	ENSG00000196557
CHEMBL797	ENSG00000006283
CHEMBL797	ENSG00000100346
CHEMBL1201733	ENSG00000068078
CHEMBL477772	ENSG00000068078
CHEMBL3545409	ENSG00000128271
CHEMBL2109634	ENSG00000149294
CHEMBL944	ENSG00000144285
CHEMBL944	ENSG00000183873
CHEMBL944	ENSG00000007314
CHEMBL944	ENSG00000136546
CHEMBL944	ENSG00000136531
CHEMBL944	ENSG00000169432
CHEMBL944	ENSG00000153253
CHEMBL944	ENSG00000168356
CHEMBL944	ENSG00000196876
CHEMBL944	ENSG00000185313
CHEMBL1179047	ENSG00000144285
CHEMBL1179047	ENSG00000183873
CHEMBL1179047	ENSG00000007314
CHEMBL1179047	ENSG00000136546
CHEMBL1179047	ENSG00000136531
CHEMBL1179047	ENSG00000169432
CHEMBL1179047	ENSG00000153253
CHEMBL1179047	ENSG00000168356
CHEMBL1179047	ENSG00000196876
CHEMBL1179047	ENSG00000185313
CHEMBL3990032	ENSG00000105976
CHEMBL2062335	ENSG00000043591
CHEMBL2103873	ENSG00000136160
CHEMBL2103873	ENSG00000151617
CHEMBL904	ENSG00000103546
CHEMBL827	ENSG00000103546
CHEMBL2109065	ENSG00000198734
CHEMBL3545014	ENSG00000183134
CHEMBL3092650	ENSG00000101180
CHEMBL2103824	ENSG00000197891
CHEMBL527	ENSG00000073756
CHEMBL527	ENSG00000095303
CHEMBL296522	ENSG00000164270
CHEMBL3265032	ENSG00000165025
CHEMBL551466	ENSG00000133019
CHEMBL1194325	ENSG00000133019
CHEMBL1743086	ENSG00000164171
CHEMBL1743057	ENSG00000232810
CHEMBL1715	ENSG00000132170
CHEMBL595	ENSG00000132170
CHEMBL3349001	ENSG00000106348
CHEMBL3349001	ENSG00000178035
CHEMBL4297625	ENSG00000100170
CHEMBL592054	ENSG00000132170
CHEMBL1628688	ENSG00000151617
CHEMBL1230609	ENSG00000122025
CHEMBL1200377	ENSG00000103546
CHEMBL405	ENSG00000103546
CHEMBL1201556	ENSG00000113721
CHEMBL1201556	ENSG00000134853
CHEMBL175247	ENSG00000182333
CHEMBL723	ENSG00000043591
CHEMBL723	ENSG00000169252
CHEMBL723	ENSG00000188778
CHEMBL1201639	ENSG00000171105
CHEMBL1200745	ENSG00000043591
CHEMBL546	ENSG00000043591
CHEMBL1442422	ENSG00000196639
CHEMBL2448613	ENSG00000102468
CHEMBL2111101	ENSG00000102468
CHEMBL404849	ENSG00000196557
CHEMBL404849	ENSG00000153956
CHEMBL404849	ENSG00000151067
CHEMBL404849	ENSG00000157445
CHEMBL404849	ENSG00000081248
CHEMBL404849	ENSG00000007402
CHEMBL404849	ENSG00000157388
CHEMBL404849	ENSG00000141837
